GEO_ID,NAME,P1_001N,P1_001NA
860Z200US01754,ZCTA5 01754,10730,null
860Z200US01756,ZCTA5 01756,6228,null
860Z200US01757,ZCTA5 01757,30479,null
860Z200US01760,ZCTA5 01760,36659,null
860Z200US01770,ZCTA5 01770,4401,null
860Z200US01772,ZCTA5 01772,10017,null
860Z200US01773,ZCTA5 01773,5651,null
860Z200US01775,ZCTA5 01775,7190,null
860Z200US01776,ZCTA5 01776,18934,null
860Z200US01778,ZCTA5 01778,14132,null
860Z200US01801,ZCTA5 01801,40891,null
860Z200US01803,ZCTA5 01803,26074,null
860Z200US01810,ZCTA5 01810,35621,null
860Z200US01821,ZCTA5 01821,30909,null
860Z200US01824,ZCTA5 01824,26881,null
860Z200US01826,ZCTA5 01826,32689,null
860Z200US01827,ZCTA5 01827,3358,null
860Z200US01830,ZCTA5 01830,27553,null
860Z200US01832,ZCTA5 01832,25656,null
860Z200US01833,ZCTA5 01833,8410,null
860Z200US01834,ZCTA5 01834,6752,null
860Z200US01835,ZCTA5 01835,14578,null
860Z200US01840,ZCTA5 01840,7121,null
860Z200US01841,ZCTA5 01841,53654,null
860Z200US01843,ZCTA5 01843,28346,null
860Z200US01844,ZCTA5 01844,52970,null
860Z200US01845,ZCTA5 01845,31855,null
860Z200US01850,ZCTA5 01850,16670,null
860Z200US01851,ZCTA5 01851,32691,null
860Z200US01852,ZCTA5 01852,36708,null
860Z200US01854,ZCTA5 01854,29561,null
860Z200US01860,ZCTA5 01860,6723,null
860Z200US01862,ZCTA5 01862,11430,null
860Z200US01863,ZCTA5 01863,9536,null
860Z200US01864,ZCTA5 01864,15554,null
860Z200US01867,ZCTA5 01867,25522,null
860Z200US01876,ZCTA5 01876,31105,null
860Z200US01879,ZCTA5 01879,12368,null
860Z200US01880,ZCTA5 01880,27071,null
860Z200US01886,ZCTA5 01886,24618,null
860Z200US01887,ZCTA5 01887,23349,null
860Z200US01890,ZCTA5 01890,22970,null
860Z200US01901,ZCTA5 01901,2794,null
860Z200US01902,ZCTA5 01902,50725,null
860Z200US01904,ZCTA5 01904,19944,null
860Z200US01905,ZCTA5 01905,27761,null
860Z200US01906,ZCTA5 01906,28619,null
860Z200US01907,ZCTA5 01907,15148,null
860Z200US01908,ZCTA5 01908,3334,null
860Z200US01913,ZCTA5 01913,17366,null
860Z200US01915,ZCTA5 01915,42341,null
860Z200US01921,ZCTA5 01921,8263,null
860Z200US01922,ZCTA5 01922,3134,null
860Z200US01923,ZCTA5 01923,27987,null
860Z200US01929,ZCTA5 01929,3618,null
860Z200US01930,ZCTA5 01930,29729,null
860Z200US01937,ZCTA5 01937,100,null
860Z200US01938,ZCTA5 01938,13785,null
860Z200US01940,ZCTA5 01940,13326,null
860Z200US01944,ZCTA5 01944,5395,null
860Z200US01945,ZCTA5 01945,20462,null
860Z200US01949,ZCTA5 01949,9779,null
860Z200US01950,ZCTA5 01950,18289,null
860Z200US01951,ZCTA5 01951,3582,null
860Z200US01952,ZCTA5 01952,9236,null
860Z200US01960,ZCTA5 01960,54155,null
860Z200US01965,ZCTA5 01965,329,null
860Z200US01966,ZCTA5 01966,6992,null
860Z200US01969,ZCTA5 01969,6161,null
860Z200US01970,ZCTA5 01970,44451,null
860Z200US01982,ZCTA5 01982,7618,null
860Z200US01983,ZCTA5 01983,6569,null
860Z200US01984,ZCTA5 01984,4979,null
860Z200US01985,ZCTA5 01985,4500,null
860Z200US02019,ZCTA5 02019,16945,null
860Z200US02021,ZCTA5 02021,24370,null
860Z200US02025,ZCTA5 02025,8381,null
860Z200US02026,ZCTA5 02026,25364,null
860Z200US02030,ZCTA5 02030,5923,null
860Z200US02032,ZCTA5 02032,4853,null
860Z200US02035,ZCTA5 02035,18618,null
860Z200US02038,ZCTA5 02038,33261,null
860Z200US02043,ZCTA5 02043,24272,null
860Z200US02045,ZCTA5 02045,10072,null
860Z200US02047,ZCTA5 02047,371,null
860Z200US02048,ZCTA5 02048,23860,null
860Z200US02050,ZCTA5 02050,25956,null
860Z200US02052,ZCTA5 02052,12799,null
860Z200US02053,ZCTA5 02053,13115,null
860Z200US02054,ZCTA5 02054,8460,null
860Z200US02056,ZCTA5 02056,11662,null
860Z200US02061,ZCTA5 02061,11351,null
860Z200US02062,ZCTA5 02062,31611,null
860Z200US02066,ZCTA5 02066,18561,null
860Z200US02067,ZCTA5 02067,18553,null
860Z200US02071,ZCTA5 02071,968,null
860Z200US02072,ZCTA5 02072,29281,null
860Z200US02081,ZCTA5 02081,20584,null
860Z200US02090,ZCTA5 02090,16266,null
860Z200US02093,ZCTA5 02093,12178,null
860Z200US02108,ZCTA5 02108,4228,null
860Z200US02109,ZCTA5 02109,3921,null
860Z200US02110,ZCTA5 02110,2921,null
860Z200US02111,ZCTA5 02111,9716,null
860Z200US02113,ZCTA5 02113,7126,null
860Z200US02114,ZCTA5 02114,14469,null
860Z200US02115,ZCTA5 02115,31604,null
860Z200US02116,ZCTA5 02116,23408,null
860Z200US02118,ZCTA5 02118,29073,null
860Z200US02119,ZCTA5 02119,29175,null
860Z200US02120,ZCTA5 02120,17578,null
860Z200US02121,ZCTA5 02121,28766,null
860Z200US02122,ZCTA5 02122,24385,null
860Z200US02124,ZCTA5 02124,50972,null
860Z200US02125,ZCTA5 02125,34926,null
860Z200US02126,ZCTA5 02126,22734,null
860Z200US02127,ZCTA5 02127,37939,null
860Z200US02128,ZCTA5 02128,43066,null
860Z200US02129,ZCTA5 02129,19120,null
860Z200US02130,ZCTA5 02130,38284,null
860Z200US02131,ZCTA5 02131,30544,null
860Z200US02132,ZCTA5 02132,27111,null
860Z200US02133,ZCTA5 02133,56,null
860Z200US02134,ZCTA5 02134,21707,null
860Z200US02135,ZCTA5 02135,47232,null
860Z200US02136,ZCTA5 02136,35102,null
860Z200US02138,ZCTA5 02138,37982,null
860Z200US02139,ZCTA5 02139,39525,null
860Z200US02140,ZCTA5 02140,21447,null
860Z200US02141,ZCTA5 02141,15130,null
860Z200US02142,ZCTA5 02142,4499,null
860Z200US02143,ZCTA5 02143,26022,null
860Z200US02144,ZCTA5 02144,25497,null
860Z200US02145,ZCTA5 02145,27520,null
860Z200US02148,ZCTA5 02148,66274,null
860Z200US02149,ZCTA5 02149,49075,null
860Z200US02150,ZCTA5 02150,40721,null
860Z200US02151,ZCTA5 02151,62252,null
860Z200US02152,ZCTA5 02152,19316,null
860Z200US02155,ZCTA5 02155,61483,null
860Z200US02163,ZCTA5 02163,1391,null
860Z200US02169,ZCTA5 02169,62140,null
860Z200US02170,ZCTA5 02170,19950,null
860Z200US02171,ZCTA5 02171,19539,null
860Z200US02176,ZCTA5 02176,29817,null
860Z200US02180,ZCTA5 02180,23244,null
860Z200US02184,ZCTA5 02184,39143,null
860Z200US02186,ZCTA5 02186,28637,null
860Z200US02188,ZCTA5 02188,15133,null
860Z200US02189,ZCTA5 02189,15123,null
860Z200US02190,ZCTA5 02190,18910,null
860Z200US02191,ZCTA5 02191,8271,null
860Z200US02199,ZCTA5 02199,1574,null
860Z200US02203,ZCTA5 02203,0,null
860Z200US02205,ZCTA5 02205,10,null
860Z200US02210,ZCTA5 02210,5808,null
860Z200US02215,ZCTA5 02215,26926,null
860Z200US02301,ZCTA5 02301,69418,null
860Z200US02302,ZCTA5 02302,36202,null
860Z200US02322,ZCTA5 02322,4777,null
860Z200US02324,ZCTA5 02324,25676,null
860Z200US02325,ZCTA5 02325,3025,null
860Z200US02330,ZCTA5 02330,11645,null
860Z200US02332,ZCTA5 02332,16090,null
860Z200US02333,ZCTA5 02333,14382,null
860Z200US02338,ZCTA5 02338,7749,null
860Z200US02339,ZCTA5 02339,14833,null
860Z200US02341,ZCTA5 02341,10367,null
860Z200US02343,ZCTA5 02343,11364,null
860Z200US02346,ZCTA5 02346,24245,null
860Z200US02347,ZCTA5 02347,11523,null
860Z200US02350,ZCTA5 02350,272,null
860Z200US02351,ZCTA5 02351,17085,null
860Z200US02356,ZCTA5 02356,12767,null
860Z200US02357,ZCTA5 02357,1906,null
860Z200US02359,ZCTA5 02359,18361,null
860Z200US02360,ZCTA5 02360,61134,null
860Z200US02364,ZCTA5 02364,13708,null
860Z200US02366,ZCTA5 02366,83,null
860Z200US02367,ZCTA5 02367,2930,null
860Z200US02368,ZCTA5 02368,35025,null
860Z200US02370,ZCTA5 02370,17803,null
860Z200US02375,ZCTA5 02375,10373,null
860Z200US02379,ZCTA5 02379,7697,null
860Z200US02382,ZCTA5 02382,15121,null
860Z200US02420,ZCTA5 02420,15502,null
860Z200US02421,ZCTA5 02421,18950,null
860Z200US02445,ZCTA5 02445,22499,null
860Z200US02446,ZCTA5 02446,31957,null
860Z200US02451,ZCTA5 02451,17953,null
860Z200US02452,ZCTA5 02452,15340,null
860Z200US02453,ZCTA5 02453,31854,null
860Z200US02457,ZCTA5 02457,1560,null
860Z200US02458,ZCTA5 02458,12817,null
860Z200US02459,ZCTA5 02459,19017,null
860Z200US02460,ZCTA5 02460,9204,null
860Z200US02461,ZCTA5 02461,7430,null
860Z200US02462,ZCTA5 02462,1569,null
860Z200US02464,ZCTA5 02464,3193,null
860Z200US02465,ZCTA5 02465,12415,null
860Z200US02466,ZCTA5 02466,8434,null
860Z200US02467,ZCTA5 02467,22626,null
860Z200US02468,ZCTA5 02468,5713,null
860Z200US02472,ZCTA5 02472,35392,null
860Z200US02474,ZCTA5 02474,28551,null
860Z200US02476,ZCTA5 02476,17757,null
860Z200US02478,ZCTA5 02478,27286,null
860Z200US02481,ZCTA5 02481,17280,null
860Z200US02482,ZCTA5 02482,10710,null
860Z200US02492,ZCTA5 02492,21359,null
860Z200US02493,ZCTA5 02493,11851,null
860Z200US02494,ZCTA5 02494,10732,null
860Z200US02532,ZCTA5 02532,13411,null
860Z200US02534,ZCTA5 02534,899,null
860Z200US02535,ZCTA5 02535,1651,null
860Z200US02536,ZCTA5 02536,19993,null
860Z200US02537,ZCTA5 02537,6178,null
860Z200US02538,ZCTA5 02538,4428,null
860Z200US02539,ZCTA5 02539,5168,null
860Z200US02540,ZCTA5 02540,8450,null
860Z200US02542,ZCTA5 02542,793,null
860Z200US02543,ZCTA5 02543,756,null
860Z200US02553,ZCTA5 02553,164,null
860Z200US02554,ZCTA5 02554,13517,null
860Z200US02556,ZCTA5 02556,3338,null
860Z200US02557,ZCTA5 02557,2372,null
860Z200US02558,ZCTA5 02558,2178,null
860Z200US02559,ZCTA5 02559,3388,null
860Z200US02561,ZCTA5 02561,712,null
860Z200US02562,ZCTA5 02562,3204,null
860Z200US02563,ZCTA5 02563,10070,null
860Z200US02564,ZCTA5 02564,703,null
860Z200US02568,ZCTA5 02568,8172,null
860Z200US02571,ZCTA5 02571,10858,null
860Z200US02575,ZCTA5 02575,3167,null
860Z200US02576,ZCTA5 02576,3957,null
860Z200US02584,ZCTA5 02584,35,null
860Z200US02601,ZCTA5 02601,16487,null
860Z200US02630,ZCTA5 02630,1956,null
860Z200US02631,ZCTA5 02631,10178,null
860Z200US02632,ZCTA5 02632,11475,null
860Z200US02633,ZCTA5 02633,4664,null
860Z200US02635,ZCTA5 02635,3632,null
860Z200US02637,ZCTA5 02637,267,null
860Z200US02638,ZCTA5 02638,2968,null
860Z200US02639,ZCTA5 02639,3238,null
